id,scheduled_date,image_url,caption,platforms,status,posted_at,post_url
strohtasche-2026-06-06,2026-06-06,https://abannews.com/social/static/strohtasche-portrait.jpg,"Strand-Strohtasche XL (geflochten) ✨ Schweizer Shop · Gratis-Versand ab CHF 65 · -10% mit WELCOME10 → luxestyle.ch
#swissfashion #sommeroutfit #ootd #fashionschweiz #luxestylech","instagram,facebook,threads",posted,2026-06-06T09:05:59.373Z,17975463588022763
daisy-2026-06-06,2026-06-06,https://abannews.com/social/static/daisy-portrait.jpg,"Neu entdeckt: Polka-Dot-Kleid «Daisy» 🤍 Jetzt mit Code WELCOME10 = -10% → luxestyle.ch
#sommermode2026 #ootdschweiz #schweizmode #fashiontiktok #luxestyle","instagram,facebook,threads",posted,2026-06-06T12:05:26.408Z,18079739126209454
dosnu-2026-06-06,2026-06-06,https://abannews.com/social/static/dosnu-portrait.jpg,"Dein Sommer-Liebling? Sommerkleid «Dos Nu» 🌿 -10% mit WELCOME10 · 30 Tage Rückgabe → luxestyle.ch
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",posted,2026-06-06T12:14:21.146Z,17909290191420310
cateye-2026-06-06,2026-06-06,https://abannews.com/social/static/cateye-portrait.jpg,"Cat-Eye-Sonnenbrille (Damen) — premium & bezahlbar. Code WELCOME10 = -10% → luxestyle.ch
#swissfashion #sommeroutfit #ootd #fashionschweiz #luxestylech","instagram,facebook,threads",posted,2026-06-06T12:18:39.036Z,18183919741389301
savanna-2026-06-06,2026-06-06,https://abannews.com/social/static/savanna-portrait.jpg,"Sommerkleid «Savanna» ✨ Schweizer Shop · Gratis-Versand ab CHF 65 · -10% mit WELCOME10 → luxestyle.ch
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",posted,2026-06-07T13:10:48.421Z,18463567585111325
lumea-2026-06-06,2026-06-06,https://abannews.com/social/static/lumea-portrait.jpg,"Neu entdeckt: Etuikleid «Lumea» 🤍 Jetzt mit Code WELCOME10 = -10% → luxestyle.ch
#swissfashion #sommeroutfit #ootd #fashionschweiz #luxestylech","instagram,facebook,threads",posted,2026-06-08T04:16:20.553Z,1049840534888592_122104247829350792
ibiza-2026-06-06,2026-06-06,https://abannews.com/social/static/ibiza-portrait.jpg,"Dein Sommer-Liebling? Boho-Kleid «Ibiza» (4.47★) 🌿 -10% mit WELCOME10 · 30 Tage Rückgabe → luxestyle.ch
#sommermode2026 #ootdschweiz #schweizmode #fashiontiktok #luxestyle","instagram,facebook,threads",posted,2026-06-08T04:18:54.175Z,18012579662855834
noir-2026-06-06,2026-06-06,https://abannews.com/social/static/noir-portrait.jpg,"Off-Shoulder-Kleid «Noir» — premium & bezahlbar. Code WELCOME10 = -10% → luxestyle.ch
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",skip,,
sirene-2026-06-06,2026-06-06,https://abannews.com/social/static/sirene-portrait.jpg,"Designer-Look zum fairen Preis 👀 Abendkleid «Sirène» bei LuxeStyle. Code WELCOME10 = -10% → luxestyle.ch
#swissfashion #sommeroutfit #ootd #fashionschweiz #luxestylech","instagram,facebook,threads",skip,,
casa-2026-06-06,2026-06-06,https://abannews.com/social/static/casa-portrait.jpg,"T-Shirt-Kleid «Casa» ✨ Schweizer Shop · Gratis-Versand ab CHF 65 · -10% mit WELCOME10 → luxestyle.ch
#sommermode2026 #ootdschweiz #schweizmode #fashiontiktok #luxestyle","instagram,facebook,threads",skip,,
fleurette-2026-06-06,2026-06-06,https://abannews.com/social/static/fleurette-portrait.jpg,"Neu entdeckt: Blumen-Maxikleid «Fleurette» 🤍 Jetzt mit Code WELCOME10 = -10% → luxestyle.ch
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",skip,,
marguerite-2026-06-06,2026-06-06,https://abannews.com/social/static/marguerite-portrait.jpg,"Dein Sommer-Liebling? Floral-Sommerkleid «Marguerite» 🌿 -10% mit WELCOME10 · 30 Tage Rückgabe → luxestyle.ch
#swissfashion #sommeroutfit #ootd #fashionschweiz #luxestylech","instagram,facebook,threads",skip,,
alinie-2026-06-06,2026-06-06,https://abannews.com/social/static/alinie-portrait.jpg,"Sommerkleid A-Linie (Hemdkragen) — premium & bezahlbar. Code WELCOME10 = -10% → luxestyle.ch
#sommermode2026 #ootdschweiz #schweizmode #fashiontiktok #luxestyle","instagram,facebook,threads",skip,,
sommerset-2026-06-07,2026-06-07,https://abannews.com/social/static/sommerset-portrait.jpg,"Designer-Look zum fairen Preis 👀 2-teiliges Sommer-Set (Zip-Top) bei LuxeStyle. Code WELCOME10 = -10% → luxestyle.ch
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",skip,,
sonnenhut-2026-06-07,2026-06-07,https://abannews.com/social/static/sonnenhut-portrait.jpg,"Sonnenhut «Riviera» (UV-Schutz) ✨ Schweizer Shop · Gratis-Versand ab CHF 65 · -10% mit WELCOME10 → luxestyle.ch
#swissfashion #sommeroutfit #ootd #fashionschweiz #luxestylech","instagram,facebook,threads",skip,,
provence-2026-06-07,2026-06-07,https://abannews.com/social/static/provence-portrait.jpg,"Neu entdeckt: Leinen-Set «Provence» 🤍 Jetzt mit Code WELCOME10 = -10% → luxestyle.ch
#sommermode2026 #ootdschweiz #schweizmode #fashiontiktok #luxestyle","instagram,facebook,threads",skip,,
neckholder-2026-06-07,2026-06-07,https://abannews.com/social/static/neckholder-portrait.jpg,"Dein Sommer-Liebling? Neckholder-Sommerkleid (Blumen) 🌿 -10% mit WELCOME10 · 30 Tage Rückgabe → luxestyle.ch
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",skip,,
herrbreeze-2026-06-07,2026-06-07,https://abannews.com/social/static/herrbreeze-portrait.jpg,"Herren-Sommershirt «Breeze» — premium & bezahlbar. Code WELCOME10 = -10% → luxestyle.ch
#swissfashion #sommeroutfit #ootd #fashionschweiz #luxestylech","instagram,facebook,threads",skip,,
ki-strohtasche-2026-06-07,2026-06-07,https://abannews.com/social/enhanced/strohtasche.jpg,"Strand-Strohtasche XL (geflochten) ✨ Premium-Look zum fairen Preis. Code WELCOME10 = -10% → https://luxestyle.ch/products/handwoven-straw-beach-tote-summer-2026
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",skip,,
ki-daisy-2026-06-07,2026-06-07,https://abannews.com/social/enhanced/daisy.jpg,"Neu entdeckt: Polka-Dot-Kleid «Daisy» 🤍 Schweizer Shop · Gratis-Versand ab CHF 65 → https://luxestyle.ch/products/polka-dot-retro-kleid-daisy-deep-v-mit-schleife
#swissfashion #sommeroutfit #ootd #fashionschweiz #luxestylech","instagram,facebook,threads",skip,,
ki-cateye-2026-06-07,2026-06-07,https://abannews.com/social/enhanced/cateye.jpg,"Dein Sommer-Liebling? Cat-Eye-Sonnenbrille (Damen) 🌿 -10% mit WELCOME10 · 30 Tage Rückgabe → https://luxestyle.ch/products/cat-eye-sonnenbrille-felina-polarisiert
#sommermode2026 #ootdschweiz #schweizmode #fashiontiktok #luxestyle","instagram,facebook,threads",skip,,
ki-sirene-2026-06-07,2026-06-07,https://abannews.com/social/enhanced/sirene.jpg,"Abendkleid «Sirène» — premium & bezahlbar. Jetzt mit Code WELCOME10 → https://luxestyle.ch/products/abendkleid-sirene-high-slit-meerjungfrau-mit-schleppe
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",skip,,
ki-brise-2026-06-08,2026-06-08,https://abannews.com/social/enhanced/brise.jpg,"Off-Shoulder-Kleid «Brise» ✨ Premium-Look zum fairen Preis. Code WELCOME10 = -10% → https://luxestyle.ch/products/off-shoulder-kleid-brise-locker-armellos
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",skip,,
ki-strohtasche-2026-06-08,2026-06-08,https://abannews.com/social/enhanced/strohtasche.jpg,"Neu entdeckt: Strand-Strohtasche XL (geflochten) 🤍 Schweizer Shop · Gratis-Versand ab CHF 65 → https://luxestyle.ch/products/handwoven-straw-beach-tote-summer-2026
#swissfashion #sommeroutfit #ootd #fashionschweiz #luxestylech","instagram,facebook,threads",skip,,
ki-daisy-2026-06-08,2026-06-08,https://abannews.com/social/enhanced/daisy.jpg,"Dein Sommer-Liebling? Polka-Dot-Kleid «Daisy» 🌿 -10% mit WELCOME10 · 30 Tage Rückgabe → https://luxestyle.ch/products/polka-dot-retro-kleid-daisy-deep-v-mit-schleife
#sommermode2026 #ootdschweiz #schweizmode #fashiontiktok #luxestyle","instagram,facebook,threads",skip,,
ki-dosnu-2026-06-08,2026-06-08,https://abannews.com/social/enhanced/dosnu.jpg,"Sommerkleid «Dos Nu» — premium & bezahlbar. Jetzt mit Code WELCOME10 → https://luxestyle.ch/products/sommerkleid-dos-nu-locker-mit-rucken-cut-out
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",skip,,
ki-cateye-2026-06-08,2026-06-08,https://abannews.com/social/enhanced/cateye.jpg,"Editorial-Look: Cat-Eye-Sonnenbrille (Damen) 👀 Designer-Vibe, fairer Preis → https://luxestyle.ch/products/cat-eye-sonnenbrille-felina-polarisiert
#swissfashion #sommeroutfit #ootd #fashionschweiz #luxestylech","instagram,facebook,threads",skip,,
ki-cosy-2026-06-08,2026-06-08,https://abannews.com/social/enhanced/cosy.jpg,"Kapuzen-Cardigan «Cosy» ✨ Premium-Look zum fairen Preis. Code WELCOME10 = -10% → https://luxestyle.ch/products/kapuzen-cardigan-cosy-uni-mit-knopfen-damen
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",skip,,
ki-nuit-2026-06-08,2026-06-08,https://abannews.com/social/enhanced/nuit.jpg,"Neu entdeckt: Crossbody-Tasche «Nuit» 🤍 Schweizer Shop · Gratis-Versand ab CHF 65 → https://luxestyle.ch/products/crossbody-tasche-nuit-elegant-im-vintage-look
#swissfashion #sommeroutfit #ootd #fashionschweiz #luxestylech","instagram,facebook,threads",skip,,
ki-active-2026-06-08,2026-06-08,https://abannews.com/social/enhanced/active.jpg,"Dein Sommer-Liebling? Workout-Set «Active» (2-tlg.) 🌿 -10% mit WELCOME10 · 30 Tage Rückgabe → https://luxestyle.ch/products/workout-set-active-2-teilig-geripptes-tank-damen
#sommermode2026 #ootdschweiz #schweizmode #fashiontiktok #luxestyle","instagram,facebook,threads",skip,,
ki-sommerriv-2026-06-08,2026-06-08,https://abannews.com/social/enhanced/sommerriv.jpg,"Sommer-Set «Riviera» (2-tlg.) — premium & bezahlbar. Jetzt mit Code WELCOME10 → https://luxestyle.ch/products/sommer-set-riviera-2-teilig-lassig-damen
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",skip,,
cardigan-2026-06-08,2026-06-08,https://abannews.com/social/static/cardigan-portrait.jpg,"Designer-Look zum fairen Preis 👀 Strand-Cardigan «Riviera» bei LuxeStyle. Code WELCOME10 = -10% → luxestyle.ch
#sommermode2026 #ootdschweiz #schweizmode #fashiontiktok #luxestyle","instagram,facebook,threads",posted,2026-06-08T18:15:08.655Z,18079722212204705
lacey-2026-06-08,2026-06-08,https://abannews.com/social/static/lacey-portrait.jpg,"Spitzen-Trägertop «Lacey» ✨ Schweizer Shop · Gratis-Versand ab CHF 65 · -10% mit WELCOME10 → luxestyle.ch
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",posted,2026-06-08T22:18:11.074Z,18085163264112010
strandrock-2026-06-08,2026-06-08,https://abannews.com/social/static/strandrock-portrait.jpg,"Neu entdeckt: Strand-Rock A-Linie (Rüschen) 🤍 Jetzt mit Code WELCOME10 = -10% → luxestyle.ch
#swissfashion #sommeroutfit #ootd #fashionschweiz #luxestylech","instagram,facebook,threads",posted,2026-06-09T07:46:12.747Z,17913965082204459
resille-2026-06-08,2026-06-08,https://abannews.com/social/static/resille-portrait.jpg,"Dein Sommer-Liebling? Mesh-Bluse «Résille» 🌿 -10% mit WELCOME10 · 30 Tage Rückgabe → luxestyle.ch
#sommermode2026 #ootdschweiz #schweizmode #fashiontiktok #luxestyle","instagram,facebook,threads",posted,2026-06-09T10:12:15.540Z,18019767128683058
herrriviera-2026-06-08,2026-06-08,https://abannews.com/social/static/herrriviera-portrait.jpg,"Herren-Strickshirt «Riviera» — premium & bezahlbar. Code WELCOME10 = -10% → luxestyle.ch
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",posted,2026-06-09T10:19:42.571Z,18150811285491288
long-weste-2026-06-08,2026-06-08,https://oss-cf.cjdropshipping.com/product/2026/06/07/05/307546d2-7f23-42ef-9914-e55dd210747c_water.jpeg,"Resort-Vibes ✨ Neu bei LuxeStyle: Long-Weste «Resort» — luftig & elegant für den Sommer. 🇨🇭 luxestyle.ch/products/long-weste-resort-armellos-color-block-mit-schleife · –10% mit Code WELCOME10
#schweizmode #sommermode #ootdschweiz #resortwear #luxestyle","instagram,facebook,threads",posted,2026-06-08T04:26:33.659Z,1049840534888592_122104252857350792
herren-resort-2026-06-08,2026-06-08,https://cf.cjdropshipping.com/quick/product/ce418605-6652-4c97-b27a-fdd290a1d80f.jpg,"Für ihn 🔥 «Resort»-Set: Kurzarm-Hemd + Hose, lässig-elegant. Neu bei LuxeStyle → luxestyle.ch/products/herren-set-resort-kurzarm-hemd-hose · –10% WELCOME10
#herrenmode #menstyle #schweiz #resortwear #luxestyle","instagram,facebook,threads",posted,2026-06-08T04:29:00.595Z,18106973884970637
sommer-set-2026-06-08,2026-06-08,https://cf.cjdropshipping.com/quick/product/9cc22a37-bbed-490a-94e3-7414f6f1b27e.jpg,"2-teilig & mühelos schön ☀️ Sommer-Set «Riviera» in vielen Farben. Neu → luxestyle.ch/products/sommer-set-riviera-2-teilig-lassig-damen · –10% WELCOME10
#sommeroutfit #twopieceset #schweizmode #ootd #luxestyle","instagram,facebook,threads",posted,2026-06-08T04:40:15.684Z,18109660286311711
cardigan-cosy-2026-06-08,2026-06-08,https://cf.cjdropshipping.com/quick/product/98d0860a-63a5-4656-b9c9-e76bf5019be2.jpg,"Kuschelig durch den Übergang 🧥 Kapuzen-Cardigan «Cosy» in 10 Farben. Neu bei LuxeStyle → luxestyle.ch/products/kapuzen-cardigan-cosy-uni-mit-knopfen-damen · –10% WELCOME10
#cardigan #cozyvibes #herbstmode #schweiz #luxestyle","instagram,facebook,threads",posted,2026-06-08T04:42:50.109Z,1049840534888592_122104262985350792
bali-2026-06-06,2026-06-06,https://abannews.com/social/static/bali-portrait.jpg,"Designer-Look zum fairen Preis 👀 Strand-Maxikleid «Bali» (4.93★) bei LuxeStyle. Code WELCOME10 = -10% → luxestyle.ch
#sommermode2026 #ootdschweiz #schweizmode #fashiontiktok #luxestyle","instagram,facebook,threads",posted,2026-06-06T20:48:16.929Z,18091238492357008
ki-bali-2026-06-07,2026-06-07,https://abannews.com/social/enhanced/bali.jpg,"Strand-Maxikleid «Bali» (4.93★) ✨ Premium-Look zum fairen Preis. Code WELCOME10 = -10% → https://luxestyle.ch/products/strand-maxikleid-bali-luftiges-stufenkleid
#schweizmode #ootdschweiz #sommerkleid #fashionschweiz #luxestyle","instagram,facebook,threads",skip,,
lune-2026-06-08,2026-06-08,https://cdn.shopify.com/s/files/1/0943/6856/3585/files/ab0f1c89-c949-4dee-9114-a67ad3d9aa93.jpg?v=1780876422,"Kleine Tasche, grosse Wirkung 👜 Henkeltasche «Lune» mit Gold-Clip — Top-Handle + Crossbody. Neu bei LuxeStyle → https://luxestyle.ch/products/henkeltasche-lune-top-handle-mit-gold-clip-crossbody · –10% WELCOME10
#handtasche #schweizmode #ootd #luxestyle","instagram,facebook,threads",posted,2026-06-08T04:52:16.973Z,18106522427510733
nuit-2026-06-08,2026-06-08,https://cdn.shopify.com/s/files/1/0943/6856/3585/files/bf38c7e1-5f24-4a6e-bd0d-828ae796b76f.jpg?v=1780876423,"Elegant für Tag & Abend 🌙 Crossbody «Nuit» im Vintage-Look. Neu → https://luxestyle.ch/products/crossbody-tasche-nuit-elegant-im-vintage-look · –10% WELCOME10
#crossbody #tasche #schweizmode #luxestyle","instagram,facebook,threads",posted,2026-06-08T04:54:20.924Z,1049840534888592_122104270101350792
eclat-2026-06-08,2026-06-08,https://cdn.shopify.com/s/files/1/0943/6856/3585/files/036d0c3a-840a-4c64-ae0c-a1b48d18116c.jpg?v=1780878065,"Funkeln wie ein Diamant 💎 Moissanite-Ohrstecker «Éclat» in 925 Silber. Neu → https://luxestyle.ch/products/moissanite-ohrstecker-eclat-s925-silber-0-5-1-karat · –10% WELCOME10
#moissanite #ohrringe #schmuck #luxestyle","instagram,facebook,threads",posted,2026-06-08T05:03:08.159Z,1049840534888592_122104275159350792
dore-2026-06-08,2026-06-08,https://cdn.shopify.com/s/files/1/0943/6856/3585/files/de618414-704b-442e-ab22-22c964ff28bf.jpg?v=1780879300,"Gold-Statement ✨ Quadratische Ohrringe «Doré», gebürstetes Gold. Neu → https://luxestyle.ch/products/statement-ohrringe-dore-geburstetes-gold-quadratisch · –10% WELCOME10
#statementearrings #goldschmuck #ootd #luxestyle","instagram,facebook,threads",posted,2026-06-08T05:03:15.367Z,1049840534888592_122104275285350792
evil-2026-06-08,2026-06-08,https://cdn.shopify.com/s/files/1/0943/6856/3585/files/2ece7b43-05bc-434e-b1b4-5bb6360168cb.jpg?v=1780879302,"Sommer am Handgelenk 🦋 Armband «Évil» mit Schmetterling & Nazar-Auge. Neu → https://luxestyle.ch/products/sommer-armband-evil-schmetterling-nazar-auge-vergoldet · –10% WELCOME10
#armband #sommerschmuck #boho #luxestyle","instagram,facebook,threads",posted,2026-06-08T05:03:23.567Z,1049840534888592_122104275381350792
fortune-2026-06-08,2026-06-08,https://cdn.shopify.com/s/files/1/0943/6856/3585/files/61dae66d-75fe-4ed2-99a0-0e68bd0ec85f.jpg?v=1780889454,"Trag dein Glück 🍀 Halskette «Fortune» mit Hufeisen & Kreuz. Neu → https://luxestyle.ch/products/glucks-halskette-fortune-hufeisen-kreuz-mit-zirkonia · –10% WELCOME10
#halskette #gluecksbringer #geschenk #luxestyle","instagram,facebook,threads",posted,2026-06-08T05:03:31.028Z,1049840534888592_122104275585350792
milano-2026-06-08,2026-06-08,https://cdn.shopify.com/s/files/1/0943/6856/3585/files/27fb9c34-2dcc-4a7e-a830-4fb221342564.jpg?v=1780875718,"Büro bis Abend 💼 Long-Blazer «Milano» in 8 Farben. Neu → https://luxestyle.ch/products/long-blazer-milano-uni-ohne-knopfe-damen · –10% WELCOME10
#blazer #businesslook #schweizmode #luxestyle","instagram,facebook,threads",posted,2026-06-08T05:03:39.230Z,18077094014652688
coquille-2026-06-08,2026-06-08,https://cdn.shopify.com/s/files/1/0943/6856/3585/files/56761d00-d8d6-48e1-9274-e1070c2c8bf2.jpg?v=1780877301,"Meeres-Zauber 🐚 Perlen-Anhänger «Coquille», vergoldet. Neu → https://luxestyle.ch/products/perlen-anhanger-coquille-muschel-form-vergoldet · –10% WELCOME10
#perlen #halskette #schmuck #luxestyle","instagram,facebook,threads",posted,2026-06-08T05:03:46.048Z,18321934345286414
pois-2026-06-08,2026-06-08,https://cdn.shopify.com/s/files/1/0943/6856/3585/files/55a7eecf-0d8f-4974-8d4a-21f8f2df9aaa.jpg?v=1780877303,"Dein Geburtsstein 💫 Armband «Pois» mit farbigen Steinen, personalisierbar. Neu → https://luxestyle.ch/products/geburtsstein-armband-pois-zarte-kette-mit-steinen · –10% WELCOME10
#geburtsstein #armband #personalisiert #luxestyle","instagram,facebook,threads",posted,2026-06-08T05:03:55.126Z,18069048737499219
meta-mare,2026-06-08,https://raw.githubusercontent.com/allengchour-glitch/aban-news-landing/claude/luxestyle-product-CizQ6/social/tiktok/meta-01-mare.jpg,"Dein Sommer-Liebling ☀️ Strandkleid «Maré» — Boho-Midi in 6 Farben, CHF 39.90.
🇨🇭 Gratis-Versand ab CHF 65 · –10% Code WELCOME10 → luxestyle.ch
#luxestyle #sommerkleid #bohostyle #ootdschweiz #damenmode #fashionschweiz","instagram,facebook,threads",posted,2026-06-08T10:21:53.036Z,18117868645753276
meta-fiore,2026-06-08,https://raw.githubusercontent.com/allengchour-glitch/aban-news-landing/claude/luxestyle-product-CizQ6/social/tiktok/meta-02-fiore.jpg,"Statement-Piece 🌺 Boho-Jacke «Fiore» mit Blüten-Stickerei, CHF 59.90. Neu bei LuxeStyle → luxestyle.ch · –10% WELCOME10
#luxestyle #bohojacke #statementpiece #damenmode #fashionschweiz #newin","instagram,facebook,threads",posted,2026-06-08T10:21:59.998Z,1049840534888592_122104451349350792
meta-roma,2026-06-08,https://raw.githubusercontent.com/allengchour-glitch/aban-news-landing/claude/luxestyle-product-CizQ6/social/tiktok/meta-03-roma.jpg,"Vom Büro zum Apéro 💼 Blazer «Roma» tailliert mit Bindegürtel, 11 Farben, CHF 49.90. luxestyle.ch · –10% WELCOME10
#luxestyle #blazer #businesslook #officeoutfit #damenmode #schweiz","instagram,facebook,threads",posted,2026-06-08T10:22:08.707Z,1049840534888592_122104451487350792
meta-boheme,2026-06-08,https://raw.githubusercontent.com/allengchour-glitch/aban-news-landing/claude/luxestyle-product-CizQ6/social/tiktok/meta-04-boheme.jpg,"Der perfekte Layer 🤍 Cardigan «Bohème» Pointelle-Strick, 9 Farben, CHF 34.90. luxestyle.ch · –10% WELCOME10
#luxestyle #cardigan #layering #sommerabend #damenmode #fashionch","instagram,facebook,threads",posted,2026-06-08T10:22:19.442Z,17883629115426723
meta-capri,2026-06-08,https://raw.githubusercontent.com/allengchour-glitch/aban-news-landing/claude/luxestyle-product-CizQ6/social/tiktok/meta-05-capri.jpg,"Sommerready 👡 Keil-Sandalen «Capri» im Espadrille-Look, 5 Farben, CHF 39.90. luxestyle.ch · –10% WELCOME10
#luxestyle #sandalen #espadrilles #sommerschuhe #schweiz #shoelove","instagram,facebook,threads",posted,2026-06-08T10:22:25.887Z,1049840534888592_122104451775350792
meta-fiore-ig,2026-06-08,https://raw.githubusercontent.com/allengchour-glitch/aban-news-landing/claude/luxestyle-product-CizQ6/social/tiktok/meta-02-fiore.jpg,"Statement-Piece 🌺 Boho-Jacke «Fiore» mit Blüten-Stickerei, CHF 59.90. Neu bei LuxeStyle → luxestyle.ch · –10% WELCOME10
#luxestyle #bohojacke #statementpiece #damenmode #fashionschweiz #newin",instagram,posted,2026-06-08T10:28:04.714Z,17975210928025190
